CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
1479	DOLPHIN	delfín	"{""1474"": 12, ""948"": 9, ""619"": 9, ""227"": 1, ""1325"": 1, ""957"": 1, ""3709"": 1, ""194"": 1, ""1439"": 1, ""1110"": 1}"	"{""1474"": 23, ""948"": 18, ""619"": 13, ""2530"": 7, ""227"": 1, ""1035"": 3, ""1495"": 3, ""645"": 3, ""1439"": 2, ""1110"": 2, ""2524"": 1, ""1325"": 1, ""837"": 1, ""957"": 1, ""740"": 1, ""3709"": 1, ""1884"": 1, ""1199"": 1, ""194"": 1, ""743"": 1, ""1726"": 1, ""2467"": 1, ""1406"": 1, ""765"": 1, ""73"": 1, ""1342"": 1}"
1285	IMPORTANT	importante	"{""1202"": 3, ""984"": 3, ""683"": 2, ""2252"": 1, ""2407"": 1, ""685"": 1, ""813"": 1, ""1285"": 1, ""301"": 1, ""1216"": 1, ""1198"": 1, ""1242"": 1, ""899"": 1, ""728"": 1, ""707"": 1, ""156"": 1, ""210"": 1}"	"{""194"": 5, ""984"": 5, ""1202"": 4, ""1030"": 4, ""683"": 3, ""1198"": 2, ""899"": 2, ""210"": 2, ""905"": 1, ""1035"": 1, ""2252"": 1, ""1252"": 1, ""2407"": 1, ""685"": 1, ""1559"": 1, ""3396"": 1, ""1092"": 1, ""813"": 1, ""1609"": 1, ""1285"": 1, ""301"": 1, ""1216"": 1, ""1992"": 1, ""642"": 1, ""1242"": 1, ""728"": 1, ""707"": 1, ""1323"": 1, ""156"": 1}"
1853	DOVE	paloma	"{""937"": 4, ""1441"": 5, ""1338"": 3, ""27"": 1, ""619"": 1, ""735"": 1, ""1096"": 1, ""788"": 1, ""3460"": 1, ""1490"": 1}"	"{""937"": 13, ""1338"": 14, ""1441"": 6, ""1986"": 4, ""619"": 2, ""3460"": 2, ""1490"": 2, ""25"": 2, ""1492"": 2, ""1383"": 1, ""27"": 1, ""906"": 1, ""1335"": 1, ""735"": 1, ""1096"": 1, ""53"": 1, ""1287"": 1, ""788"": 1, ""1405"": 1, ""1368"": 1, ""1201"": 1, ""1230"": 1}"
112	TURTLE	tortuga	"{""619"": 14, ""1425"": 5, ""1190"": 2, ""948"": 1, ""622"": 1, ""1474"": 1, ""1631"": 1}"	"{""619"": 20, ""1425"": 16, ""1190"": 4, ""948"": 3, ""3729"": 3, ""1474"": 3, ""1228"": 2, ""1789"": 1, ""2294"": 1, ""1333"": 1, ""1601"": 1, ""701"": 1, ""1548"": 1, ""690"": 1, ""1471"": 1, ""622"": 1, ""586"": 1, ""3780"": 1, ""593"": 1, ""3882"": 1, ""1631"": 1}"
1402	BREAST	teta	"{""635"": 11, ""1216"": 4, ""1402"": 10, ""1289"": 7, ""1592"": 6, ""796"": 3, ""256"": 1, ""1620"": 1, ""1282"": 1, ""962"": 1, ""154"": 1, ""1007"": 1}"	"{""1216"": 9, ""1289"": 18, ""635"": 17, ""1402"": 1, ""1592"": 10, ""962"": 9, ""796"": 5, ""1620"": 2, ""1421"": 2, ""619"": 1, ""256"": 1, ""1223"": 1, ""1480"": 1, ""1585"": 1, ""1282"": 1, ""3121"": 1, ""1749"": 1, ""154"": 1, ""1007"": 1}"
1625	DEAD	muerto	"{""1422"": 11, ""767"": 5, ""1465"": 3, ""743"": 3, ""2011"": 2, ""3284"": 2, ""163"": 2, ""210"": 2, ""674"": 1, ""1986"": 1, ""53"": 1, ""742"": 1, ""1287"": 1, ""1773"": 1}"	"{""1422"": 14, ""767"": 10, ""743"": 8, ""3284"": 6, ""1465"": 4, ""1783"": 4, ""2011"": 3, ""1757"": 3, ""1287"": 3, ""163"": 3, ""210"": 3, ""1986"": 2, ""742"": 2, ""1773"": 2, ""1229"": 2, ""27"": 1, ""674"": 1, ""969"": 1, ""1613"": 1, ""1367"": 1, ""1585"": 1, ""53"": 1, ""1548"": 1, ""1406"": 1, ""781"": 1, ""910"": 1, ""2297"": 1, ""197"": 1, ""1217"": 1, ""1398"": 1, ""1788"": 1, ""1228"": 1, ""699"": 1}"
772	BELT	cinturón	"{""809"": 9, ""1681"": 6, ""1414"": 2, ""1895"": 2, ""855"": 1, ""1335"": 1, ""1352"": 1, ""1267"": 1, ""163"": 1, ""1448"": 1}"	"{""809"": 1, ""1681"": 11, ""1414"": 4, ""163"": 3, ""1895"": 2, ""855"": 1, ""1667"": 1, ""1251"": 1, ""1335"": 1, ""1745"": 1, ""390"": 1, ""1046"": 1, ""1732"": 1, ""1352"": 1, ""1267"": 1, ""1554"": 1, ""1313"": 1, ""1216"": 1, ""643"": 1, ""1369"": 1, ""1069"": 1, ""972"": 1, ""1448"": 1, ""2106"": 1}"
60	OAT	avena	"{""635"": 6, ""1322"": 5, ""256"": 4, ""615"": 2, ""605"": 2, ""948"": 1, ""926"": 1, ""1289"": 1, ""634"": 1, ""1378"": 1, ""1594"": 1, ""506"": 1, ""942"": 1, ""655"": 1}"	"{""1322"": 10, ""635"": 10, ""256"": 8, ""605"": 5, ""1289"": 3, ""615"": 3, ""942"": 3, ""1077"": 3, ""926"": 2, ""1594"": 2, ""506"": 2, ""948"": 1, ""634"": 1, ""932"": 1, ""23"": 1, ""1223"": 1, ""1378"": 1, ""202"": 1, ""788"": 1, ""1304"": 1, ""191"": 1, ""1368"": 1, ""1398"": 1, ""714"": 1, ""1547"": 1, ""1856"": 1, ""1530"": 1, ""655"": 1, ""1409"": 1}"
4010	TOASTER	tostadora	"{""1368"": 33, ""1322"": 7, ""712"": 2, ""2343"": 1, ""1286"": 1, ""256"": 1, ""1329"": 1, ""144"": 1}"	"{""1368"": 48, ""1322"": 22, ""1282"": 8, ""1286"": 5, ""59"": 4, ""256"": 3, ""712"": 3, ""1299"": 2, ""1365"": 2, ""2343"": 1, ""1335"": 1, ""1341"": 1, ""1613"": 1, ""1336"": 1, ""221"": 1, ""1594"": 1, ""1471"": 1, ""635"": 1, ""1329"": 1, ""144"": 1, ""2244"": 1, ""653"": 1, ""892"": 1}"
1254	HANDLE	asa	"{""1254"": 10, ""476"": 9, ""3653"": 3, ""855"": 1, ""1365"": 1, ""1352"": 1, ""1361"": 1, ""2009"": 1, ""31"": 1}"	"{""476"": 14, ""1254"": 12, ""3653"": 7, ""1365"": 4, ""31"": 4, ""855"": 2, ""1257"": 1, ""1962"": 1, ""2468"": 1, ""1286"": 1, ""634"": 1, ""256"": 1, ""1352"": 1, ""717"": 1, ""1507"": 1, ""221"": 1, ""1361"": 1, ""10"": 1, ""1386"": 1, ""2009"": 1, ""2992"": 1, ""1448"": 1, ""1530"": 1, ""1749"": 1, ""1492"": 1}"
928	EMBRACE	abrazar	"{""928"": 2, ""578"": 2, ""1892"": 2, ""855"": 1, ""1673"": 1, ""2110"": 1, ""2148"": 1, ""1498"": 1, ""92"": 1, ""1820"": 1, ""1095"": 1}"	"{""923"": 8, ""855"": 3, ""928"": 2, ""2524"": 2, ""1414"": 2, ""578"": 2, ""1673"": 2, ""2110"": 2, ""202"": 2, ""1216"": 2, ""1095"": 2, ""1892"": 2, ""1542"": 1, ""1325"": 1, ""1170"": 1, ""2148"": 1, ""253"": 1, ""1447"": 1, ""1498"": 1, ""194"": 1, ""1620"": 1, ""1554"": 1, ""1743"": 1, ""92"": 1, ""1820"": 1, ""1222"": 1, ""698"": 1, ""3544"": 1}"
1700	SATURDAY	sábado	"{""1699"": 14, ""1225"": 5, ""1233"": 3, ""1469"": 2, ""2524"": 1, ""1663"": 1, ""1427"": 1, ""1329"": 1}"	"{""1699"": 17, ""1225"": 8, ""1233"": 5, ""1585"": 4, ""1469"": 4, ""1697"": 2, ""1343"": 2, ""1692"": 2, ""2524"": 1, ""1226"": 1, ""1663"": 1, ""1443"": 1, ""1732"": 1, ""168"": 1, ""194"": 1, ""1427"": 1, ""1329"": 1, ""1695"": 1, ""1338"": 1, ""216"": 1, ""1107"": 1, ""3099"": 1, ""984"": 1, ""1425"": 1}"
633	MARKET	mercado	"{""3399"": 3, ""1869"": 1, ""1559"": 1, ""1507"": 1, ""163"": 1, ""759"": 1}"	"{""1559"": 8, ""3399"": 7, ""1507"": 3, ""163"": 3, ""256"": 2, ""1869"": 2, ""789"": 2, ""2509"": 2, ""1246"": 1, ""2547"": 1, ""2931"": 1, ""718"": 1, ""227"": 1, ""759"": 1, ""1182"": 1}"
3114	GRATE (SOMETHING)	rallar	"{""1569"": 27, ""3085"": 5, ""1767"": 4, ""1672"": 3, ""1368"": 2, ""1365"": 1, ""256"": 1, ""1432"": 1, ""285"": 1, ""1449"": 1, ""719"": 1, ""1320"": 1, ""680"": 1}"	"{""1569"": 35, ""3085"": 13, ""1368"": 5, ""256"": 4, ""1767"": 4, ""1365"": 3, ""1100"": 3, ""1672"": 3, ""1320"": 3, ""2001"": 2, ""1449"": 2, ""3091"": 2, ""933"": 2, ""1432"": 1, ""285"": 1, ""1884"": 1, ""719"": 1, ""1899"": 1, ""273"": 1, ""1775"": 1, ""191"": 1, ""1599"": 1, ""3122"": 1, ""1491"": 1, ""680"": 1, ""1856"": 1, ""68"": 1}"
1254	HANDLE	mango	"{""1507"": 25, ""1559"": 6, ""759"": 5, ""1254"": 3, ""717"": 3, ""855"": 2, ""2627"": 2, ""31"": 2, ""747"": 1, ""3653"": 1, ""1567"": 1, ""712"": 1, ""476"": 1}"	"{""1507"": 42, ""1559"": 14, ""759"": 8, ""717"": 6, ""31"": 6, ""1254"": 4, ""855"": 3, ""1424"": 2, ""2627"": 2, ""3653"": 2, ""1906"": 1, ""906"": 1, ""747"": 1, ""1851"": 1, ""1499"": 1, ""823"": 1, ""1720"": 1, ""1567"": 1, ""712"": 1, ""1895"": 1, ""476"": 1}"
673	SCHOOL	colegio	"{""504"": 1, ""1600"": 1, ""1357"": 1, ""984"": 1, ""1425"": 1}"	"{""504"": 3, ""2524"": 2, ""709"": 2, ""984"": 2, ""1335"": 1, ""1622"": 1, ""491"": 1, ""1467"": 1, ""479"": 1, ""1171"": 1, ""1442"": 1, ""753"": 1, ""1600"": 1, ""1357"": 1, ""586"": 1, ""630"": 1, ""784"": 1, ""505"": 1, ""1410"": 1, ""1425"": 1}"
570	STAND UP	pararse	"{""1649"": 5, ""285"": 1, ""1559"": 1, ""3447"": 1, ""1442"": 1, ""3351"": 1, ""1423"": 1, ""1301"": 1, ""680"": 1, ""1359"": 1, ""1476"": 1}"	"{""1649"": 6, ""1019"": 2, ""1301"": 2, ""1359"": 2, ""1476"": 2, ""3110"": 1, ""1591"": 1, ""138"": 1, ""1261"": 1, ""285"": 1, ""2880"": 1, ""1559"": 1, ""3447"": 1, ""1442"": 1, ""1623"": 1, ""3351"": 1, ""1423"": 1, ""680"": 1, ""1829"": 1, ""1416"": 1, ""705"": 1}"
2715	DESPISE	despreciar	"{""1607"": 5, ""41"": 2, ""1292"": 2, ""2896"": 1, ""755"": 1, ""1674"": 1, ""923"": 1, ""1079"": 1, ""1359"": 1}"	"{""1607"": 8, ""41"": 7, ""1292"": 3, ""699"": 3, ""1548"": 2, ""390"": 1, ""2896"": 1, ""789"": 1, ""3204"": 1, ""1934"": 1, ""781"": 1, ""755"": 1, ""683"": 1, ""1674"": 1, ""1242"": 1, ""923"": 1, ""1079"": 1, ""1359"": 1}"
1781	THUMB	pulgar	"{""1303"": 53, ""1591"": 2, ""1246"": 1, ""2235"": 1, ""1277"": 1}"	"{""1303"": 57, ""1277"": 20, ""2060"": 3, ""1243"": 2, ""1374"": 2, ""1591"": 2, ""1246"": 2, ""318"": 2, ""232"": 2, ""1326"": 1, ""855"": 1, ""721"": 1, ""1645"": 1, ""1480"": 1, ""2235"": 1, ""1301"": 1, ""763"": 1, ""1258"": 1}"
1286	HOT	hot	"{""1286"": 39, ""1299"": 1, ""2110"": 1, ""256"": 1, ""1287"": 1, ""1554"": 1}"	"{""1286"": 43, ""256"": 3, ""1342"": 3, ""1299"": 2, ""1287"": 2, ""221"": 2, ""948"": 1, ""711"": 1, ""2110"": 1, ""1826"": 1, ""82"": 1, ""1554"": 1, ""962"": 1, ""156"": 1, ""1895"": 1, ""1874"": 1, ""1547"": 1, ""1373"": 1}"
1144	WITNESS	testigo	"{""1067"": 7, ""683"": 2, ""1019"": 1, ""100"": 1, ""849"": 1, ""911"": 1, ""910"": 1, ""1030"": 1, ""1248"": 1, ""1657"": 1, ""661"": 1, ""1638"": 1, ""474"": 1, ""1209"": 1}"	"{""1067"": 11, ""1638"": 6, ""683"": 4, ""1325"": 2, ""1410"": 2, ""1034"": 1, ""1362"": 1, ""589"": 1, ""1682"": 1, ""1019"": 1, ""100"": 1, ""849"": 1, ""911"": 1, ""1720"": 1, ""910"": 1, ""1030"": 1, ""1248"": 1, ""1158"": 1, ""1338"": 1, ""216"": 1, ""1657"": 1, ""661"": 1, ""713"": 1, ""771"": 1, ""3"": 1, ""474"": 1, ""1209"": 1}"
150	WORRY	preocuparse	"{""2271"": 4, ""781"": 3, ""3847"": 2, ""923"": 2, ""2860"": 1, ""253"": 1, ""1308"": 1, ""194"": 1, ""1216"": 1, ""1292"": 1, ""3975"": 1, ""593"": 1, ""683"": 1}"	"{""781"": 7, ""2271"": 5, ""194"": 4, ""253"": 3, ""1783"": 2, ""3847"": 2, ""923"": 2, ""2860"": 1, ""2294"": 1, ""1308"": 1, ""82"": 1, ""1608"": 1, ""2955"": 1, ""1442"": 1, ""1548"": 1, ""1357"": 1, ""1620"": 1, ""1162"": 1, ""1084"": 1, ""1216"": 1, ""1292"": 1, ""3975"": 1, ""3282"": 1, ""593"": 1, ""1810"": 1, ""683"": 1, ""1841"": 1, ""720"": 1, ""98"": 1, ""984"": 1}"
1463	DRUNK	ebrio	"{""1463"": 37, ""404"": 9, ""1321"": 1, ""1639"": 1, ""1554"": 1, ""1524"": 1}"	"{""1463"": 40, ""404"": 20, ""1639"": 7, ""1524"": 6, ""731"": 1, ""1321"": 1, ""1280"": 1, ""2060"": 1, ""2941"": 1, ""1495"": 1, ""1554"": 1, ""1233"": 1, ""2124"": 1, ""1159"": 1}"
1413	PLAY	jugar	"{""1845"": 8, ""2467"": 2, ""2524"": 1, ""504"": 1, ""1519"": 1, ""2403"": 1, ""1304"": 1, ""1343"": 1, ""1102"": 1}"	"{""1845"": 9, ""2941"": 4, ""2524"": 3, ""2467"": 3, ""1355"": 3, ""1829"": 3, ""504"": 2, ""1879"": 2, ""1519"": 2, ""2403"": 2, ""1304"": 2, ""747"": 1, ""586"": 1, ""1820"": 1, ""1343"": 1, ""1230"": 1, ""1102"": 1}"
2600	PYRAMID	pirámide	"{""671"": 1, ""831"": 1, ""1480"": 1, ""857"": 1, ""1671"": 1}"	"{""1773"": 5, ""1424"": 4, ""671"": 4, ""831"": 3, ""3687"": 3, ""2060"": 2, ""948"": 1, ""1229"": 1, ""837"": 1, ""287"": 1, ""1480"": 1, ""1313"": 1, ""857"": 1, ""2992"": 1, ""3958"": 1, ""1343"": 1, ""1671"": 1, ""1638"": 1, ""3665"": 1}"
1221	NOSE	nariz	"{""1560"": 16, ""2124"": 5, ""674"": 3, ""1202"": 3, ""4020"": 3, ""27"": 2, ""1248"": 2, ""1586"": 2, ""208"": 1, ""2"": 1, ""1407"": 1, ""2845"": 1}"	"{""1560"": 21, ""674"": 10, ""2124"": 7, ""27"": 6, ""1202"": 6, ""1248"": 5, ""1586"": 5, ""1407"": 4, ""208"": 3, ""4020"": 3, ""156"": 3, ""1247"": 2, ""1667"": 1, ""1591"": 1, ""1432"": 1, ""1480"": 1, ""123"": 1, ""1304"": 1, ""1040"": 1, ""2"": 1, ""2845"": 1}"
345	SAP	savia	"{""906"": 17, ""653"": 10, ""210"": 5, ""628"": 3, ""1040"": 2, ""2648"": 1, ""1499"": 1, ""759"": 1, ""1410"": 1, ""946"": 1}"	"{""906"": 20, ""653"": 20, ""210"": 12, ""1425"": 6, ""946"": 5, ""628"": 4, ""1499"": 3, ""3703"": 3, ""2648"": 2, ""2530"": 2, ""1040"": 2, ""1035"": 1, ""1204"": 1, ""759"": 1, ""664"": 1, ""1410"": 1, ""698"": 1, ""1856"": 1, ""241"": 1}"
942	HONEY	miel	"{""717"": 39, ""665"": 20, ""862"": 1, ""1313"": 1, ""3703"": 1, ""984"": 1}"	"{""717"": 1, ""665"": 36, ""862"": 5, ""1820"": 5, ""88"": 3, ""1424"": 2, ""1613"": 2, ""1313"": 2, ""3703"": 2, ""1856"": 2, ""1373"": 2, ""1289"": 1, ""1322"": 1, ""194"": 1, ""1495"": 1, ""1548"": 1, ""1282"": 1, ""1217"": 1, ""1368"": 1, ""1343"": 1, ""984"": 1, ""764"": 1}"
1227	BOARD	tabla	"{""1803"": 20, ""1775"": 5, ""571"": 3, ""1474"": 2, ""621"": 2, ""1633"": 2, ""906"": 1, ""634"": 1, ""2366"": 1, ""1453"": 1, ""1216"": 1, ""3084"": 1, ""3118"": 1, ""984"": 1}"	"{""1803"": 37, ""1775"": 7, ""571"": 6, ""621"": 4, ""906"": 3, ""634"": 3, ""1884"": 3, ""2366"": 2, ""1365"": 2, ""1453"": 2, ""1474"": 2, ""3118"": 2, ""1633"": 2, ""948"": 1, ""2058"": 1, ""1042"": 1, ""673"": 1, ""256"": 1, ""1352"": 1, ""851"": 1, ""785"": 1, ""1234"": 1, ""1216"": 1, ""1295"": 1, ""3084"": 1, ""3460"": 1, ""1227"": 1, ""1788"": 1, ""984"": 1, ""241"": 1, ""1425"": 1, ""210"": 1}"
1725	CORRECT (RIGHT)	correcto	"{""1035"": 3, ""1390"": 3, ""1657"": 2, ""1707"": 1, ""686"": 1, ""790"": 1, ""885"": 1, ""1085"": 1, ""1268"": 1, ""1379"": 1}"	"{""1035"": 6, ""1657"": 1, ""1390"": 4, ""2252"": 1, ""1725"": 1, ""1019"": 1, ""1515"": 1, ""1707"": 1, ""686"": 1, ""1495"": 1, ""1067"": 1, ""790"": 1, ""885"": 1, ""1242"": 1, ""1781"": 1, ""1404"": 1, ""1410"": 1, ""1085"": 1, ""509"": 1, ""1268"": 1, ""1379"": 1, ""1788"": 1, ""1425"": 1}"
1233	NIGHT	noche	"{""1313"": 12, ""2297"": 10, ""1225"": 9, ""706"": 3, ""1585"": 2, ""258"": 1, ""1663"": 1, ""168"": 1, ""1430"": 1, ""1338"": 1, ""2374"": 1, ""1316"": 1}"	"{""2297"": 20, ""1313"": 19, ""1225"": 11, ""1585"": 8, ""1430"": 6, ""706"": 6, ""1732"": 4, ""1287"": 3, ""1338"": 3, ""3458"": 3, ""1920"": 2, ""2374"": 2, ""404"": 1, ""747"": 1, ""258"": 1, ""1663"": 1, ""1833"": 1, ""1639"": 1, ""168"": 1, ""3128"": 1, ""1929"": 1, ""743"": 1, ""778"": 1, ""724"": 1, ""1329"": 1, ""3460"": 1, ""712"": 1, ""1107"": 1, ""477"": 1, ""1316"": 1, ""1342"": 1}"
3966	CONCEPT	concepto	"{""1609"": 18, ""2433"": 3, ""1599"": 2, ""504"": 1, ""1559"": 1, ""963"": 1}"	"{""1609"": 25, ""2433"": 5, ""1599"": 3, ""504"": 1, ""837"": 1, ""738"": 1, ""1559"": 1, ""709"": 1, ""1067"": 1, ""963"": 1, ""1410"": 1}"
1217	FATHER	padre	"{""1216"": 22, ""194"": 3, ""1620"": 3, ""1325"": 2, ""1202"": 2, ""1554"": 2, ""1217"": 1, ""928"": 1, ""711"": 1, ""1637"": 1, ""852"": 1, ""100"": 1, ""1625"": 1, ""593"": 1}"	"{""1216"": 25, ""1620"": 14, ""1554"": 8, ""194"": 6, ""1217"": 2, ""1325"": 3, ""1202"": 3, ""1383"": 2, ""1637"": 2, ""852"": 2, ""642"": 2, ""237"": 2, ""984"": 2, ""1229"": 2, ""928"": 1, ""711"": 1, ""1559"": 1, ""1986"": 1, ""1548"": 1, ""100"": 1, ""202"": 1, ""1262"": 1, ""911"": 1, ""1062"": 1, ""1010"": 1, ""1625"": 1, ""593"": 1, ""3460"": 1, ""661"": 1, ""1327"": 1, ""1425"": 1}"
632	LIZARD	lagartija	"{""619"": 12, ""1425"": 4, ""1343"": 2, ""2030"": 1, ""1220"": 1, ""1578"": 1, ""1726"": 1, ""933"": 1, ""227"": 1, ""730"": 1}"	"{""1425"": 21, ""619"": 19, ""1220"": 7, ""1578"": 4, ""1246"": 3, ""948"": 2, ""1555"": 2, ""1205"": 2, ""781"": 2, ""1343"": 2, ""1631"": 1, ""2030"": 1, ""212"": 1, ""3687"": 1, ""4021"": 1, ""202"": 1, ""1726"": 1, ""933"": 1, ""227"": 1, ""763"": 1, ""666"": 1, ""420"": 1, ""730"": 1, ""1230"": 1}"
3975	NERVOUS	nervioso	"{""3033"": 3, ""1757"": 1, ""969"": 1, ""2573"": 1, ""1899"": 1, ""781"": 1, ""670"": 1, ""3957"": 1, ""52"": 1}"	"{""3957"": 5, ""3033"": 4, ""781"": 3, ""1583"": 2, ""52"": 2, ""1326"": 1, ""1325"": 1, ""1757"": 1, ""3284"": 1, ""969"": 1, ""584"": 1, ""2573"": 1, ""1826"": 1, ""1899"": 1, ""765"": 1, ""670"": 1, ""699"": 1}"
1084	CALL	llamar	"{""1379"": 21, ""715"": 3, ""1623"": 3, ""1828"": 3, ""1542"": 1, ""9"": 1, ""2978"": 1, ""1590"": 1, ""889"": 1, ""1216"": 1, ""3282"": 1, ""1408"": 1, ""2271"": 1, ""683"": 1, ""1892"": 1, ""1776"": 1}"	"{""1379"": 28, ""715"": 6, ""1623"": 5, ""1828"": 4, ""1275"": 3, ""9"": 2, ""889"": 2, ""1216"": 2, ""1542"": 1, ""2978"": 1, ""1590"": 1, ""353"": 1, ""1263"": 1, ""630"": 1, ""597"": 1, ""1405"": 1, ""3282"": 1, ""1356"": 1, ""1408"": 1, ""1217"": 1, ""2271"": 1, ""683"": 1, ""1210"": 1, ""1567"": 1, ""1631"": 1, ""3544"": 1, ""1948"": 1, ""3534"": 1, ""1892"": 1, ""1776"": 1, ""1363"": 1}"
1432	CUT	corta	"{""1646"": 5, ""1352"": 2, ""1218"": 2, ""1246"": 1, ""2978"": 1, ""1789"": 1, ""628"": 1, ""1048"": 1, ""790"": 1, ""1242"": 1, ""1616"": 1}"	"{""1646"": 10, ""1352"": 4, ""2978"": 4, ""1562"": 4, ""1246"": 3, ""1218"": 3, ""1242"": 2, ""1631"": 2, ""877"": 1, ""1627"": 1, ""1362"": 1, ""1096"": 1, ""1612"": 1, ""1942"": 1, ""738"": 1, ""1789"": 1, ""1412"": 1, ""628"": 1, ""1048"": 1, ""790"": 1, ""1599"": 1, ""1368"": 1, ""1040"": 1, ""1297"": 1, ""3405"": 1, ""1895"": 1, ""3654"": 1, ""2845"": 1, ""1616"": 1, ""210"": 1}"
1849	ROW	remar	"{""1844"": 8, ""1439"": 6, ""3137"": 6, ""948"": 4, ""666"": 4, ""1970"": 3, ""1423"": 3, ""740"": 2, ""947"": 2, ""1897"": 1, ""202"": 1, ""622"": 1, ""1474"": 1, ""787"": 1, ""3957"": 1, ""210"": 1}"	"{""1844"": 17, ""948"": 15, ""3137"": 12, ""666"": 8, ""1423"": 7, ""1439"": 7, ""1970"": 5, ""1474"": 5, ""740"": 3, ""202"": 3, ""947"": 2, ""1443"": 1, ""1897"": 1, ""584"": 1, ""1452"": 1, ""1574"": 1, ""849"": 1, ""789"": 1, ""695"": 1, ""622"": 1, ""2467"": 1, ""1803"": 1, ""787"": 1, ""3957"": 1, ""1343"": 1, ""1999"": 1, ""1749"": 1, ""984"": 1, ""1273"": 1, ""210"": 1}"
2581	OCTOPUS	pulpo	"{""1474"": 11, ""619"": 10, ""1705"": 5, ""227"": 3, ""948"": 2, ""2643"": 2, ""712"": 2, ""928"": 1, ""1833"": 1, ""1548"": 1, ""1202"": 1}"	"{""1474"": 27, ""619"": 13, ""1705"": 10, ""948"": 8, ""256"": 7, ""227"": 5, ""712"": 4, ""2643"": 3, ""1548"": 2, ""1202"": 2, ""781"": 2, ""928"": 1, ""1256"": 1, ""1462"": 1, ""1833"": 1, ""1406"": 1, ""1198"": 1, ""1845"": 1, ""1342"": 1}"
2045	COLUMN	columna	"{""1291"": 4, ""3396"": 3, ""281"": 3, ""831"": 2, ""1783"": 2, ""1295"": 2, ""1252"": 1, ""491"": 1, ""88"": 1, ""1480"": 1, ""630"": 1, ""1227"": 1}"	"{""1291"": 7, ""3396"": 6, ""281"": 6, ""1783"": 4, ""831"": 3, ""877"": 2, ""711"": 2, ""1480"": 2, ""2668"": 2, ""630"": 2, ""1295"": 2, ""2058"": 1, ""1335"": 1, ""1362"": 1, ""1443"": 1, ""1252"": 1, ""491"": 1, ""1220"": 1, ""88"": 1, ""1019"": 1, ""1884"": 1, ""1769"": 1, ""1986"": 1, ""202"": 1, ""1394"": 1, ""1720"": 1, ""1217"": 1, ""933"": 1, ""1298"": 1, ""509"": 1, ""1227"": 1, ""769"": 1}"
1414	SQUEEZE	apretar	"{""785"": 7, ""1913"": 7, ""928"": 2, ""855"": 4, ""1277"": 3, ""1917"": 1, ""757"": 1, ""852"": 1, ""1783"": 1, ""1442"": 1, ""202"": 1, ""1473"": 1, ""98"": 1}"	"{""1913"": 11, ""785"": 8, ""928"": 3, ""202"": 7, ""855"": 5, ""1277"": 5, ""757"": 2, ""1473"": 2, ""1917"": 1, ""1637"": 1, ""2148"": 1, ""852"": 1, ""1783"": 1, ""1884"": 1, ""1442"": 1, ""1743"": 1, ""1010"": 1, ""765"": 1, ""760"": 1, ""1599"": 1, ""923"": 1, ""1095"": 1, ""1448"": 1, ""98"": 1, ""1749"": 1}"
1473	FIST	puño	"{""1277"": 25, ""2440"": 9, ""202"": 4, ""589"": 2, ""1069"": 2, ""3235"": 1, ""711"": 1, ""1673"": 1, ""1622"": 1, ""704"": 1, ""1895"": 1, ""984"": 1}"	"{""1277"": 35, ""2440"": 14, ""202"": 8, ""589"": 7, ""82"": 2, ""1069"": 2, ""984"": 2, ""3235"": 1, ""711"": 1, ""1414"": 1, ""951"": 1, ""1335"": 1, ""1673"": 1, ""1622"": 1, ""1480"": 1, ""1380"": 1, ""1783"": 1, ""1884"": 1, ""785"": 1, ""733"": 1, ""704"": 1, ""1254"": 1, ""1347"": 1, ""1895"": 1, ""2990"": 1}"
102	COMMON COLD (DISEASE)	catarro	"{""208"": 4, ""1986"": 1, ""1503"": 1, ""1425"": 1}"	"{""1986"": 8, ""208"": 6, ""1425"": 3, ""1503"": 2, ""1424"": 1, ""2620"": 1, ""1783"": 1, ""1440"": 1, ""1534"": 1, ""1287"": 1, ""1346"": 1, ""1471"": 1, ""597"": 1, ""1592"": 1, ""1318"": 1, ""688"": 1, ""1372"": 1, ""3104"": 1}"
3085	CARROT	zanahoria	"{""1136"": 11, ""2627"": 9, ""256"": 2, ""986"": 2, ""2366"": 1, ""712"": 1}"	"{""1136"": 30, ""2627"": 28, ""986"": 5, ""256"": 3, ""1228"": 3, ""212"": 2, ""1499"": 2, ""619"": 1, ""2366"": 1, ""1613"": 1, ""717"": 1, ""321"": 1, ""2009"": 1, ""670"": 1, ""712"": 1, ""132"": 1, ""1343"": 1, ""1547"": 1, ""1492"": 1}"
651	SEAL	foca	"{""619"": 15, ""1474"": 11, ""948"": 3, ""1165"": 2, ""1187"": 2, ""1845"": 2, ""1289"": 1, ""2618"": 1, ""1221"": 1}"	"{""619"": 24, ""1474"": 20, ""948"": 15, ""1165"": 3, ""1287"": 3, ""1187"": 2, ""645"": 2, ""1845"": 2, ""227"": 2, ""213"": 1, ""1325"": 1, ""957"": 1, ""1289"": 1, ""2618"": 1, ""1525"": 1, ""1202"": 1, ""2530"": 1, ""622"": 1, ""2467"": 1, ""1221"": 1, ""2931"": 1, ""163"": 1, ""2124"": 1, ""2009"": 1, ""3460"": 1, ""610"": 1, ""3810"": 1, ""2879"": 1, ""1230"": 1, ""1110"": 1}"
