CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	R1	R123
2319	LID (COVER, CAP)	lid	"{""1753"": 32, ""761"": 10, ""1462"": 1, ""1288"": 7, ""1465"": 1, ""1248"": 3, ""771"": 2, ""1156"": 2, ""1802"": 2, ""651"": 2, ""1046"": 1, ""1321"": 1, ""1530"": 1, ""3357"": 1, ""913"": 1, ""1256"": 1, ""1680"": 1, ""39"": 1, ""31"": 1, ""794"": 1, ""219"": 1}"	"{""1753"": 49, ""1462"": 4, ""761"": 23, ""1288"": 17, ""771"": 15, ""1046"": 2, ""651"": 10, ""1248"": 9, ""1465"": 4, ""972"": 6, ""1321"": 5, ""654"": 5, ""1156"": 3, ""769"": 3, ""680"": 2, ""476"": 2, ""1256"": 2, ""1680"": 2, ""2244"": 2, ""31"": 2, ""1802"": 2, ""893"": 2, ""219"": 2, ""831"": 1, ""837"": 1, ""1530"": 1, ""2052"": 1, ""3357"": 1, ""1111"": 1, ""589"": 1, ""1100"": 1, ""913"": 1, ""1401"": 1, ""2"": 1, ""1560"": 1, ""256"": 1, ""1429"": 1, ""4036"": 1, ""605"": 1, ""1254"": 1, ""1433"": 1, ""39"": 1, ""1972"": 1, ""1386"": 1, ""1269"": 1, ""794"": 1, ""2452"": 1, ""156"": 1, ""4008"": 1, ""1121"": 1, ""1547"": 1, ""2880"": 1, ""3848"": 1, ""948"": 1}"
813	DO	to do	"{""984"": 7, ""734"": 4, ""813"": 2, ""971"": 2, ""1236"": 2, ""1579"": 1, ""2755"": 1, ""1967"": 1, ""477"": 1, ""1240"": 1, ""1446"": 1, ""1329"": 1, ""954"": 1}"	"{""984"": 10, ""2427"": 8, ""2755"": 5, ""734"": 1, ""477"": 1, ""3630"": 4, ""1975"": 3, ""813"": 3, ""971"": 3, ""1376"": 3, ""3471"": 1, ""1329"": 3, ""1236"": 3, ""1579"": 1, ""1202"": 2, ""704"": 2, ""1240"": 2, ""738"": 2, ""98"": 1, ""1990"": 1, ""1663"": 1, ""1967"": 1, ""972"": 1, ""1833"": 1, ""1766"": 1, ""1285"": 1, ""2981"": 1, ""210"": 1, ""1422"": 1, ""2301"": 1, ""1030"": 1, ""2339"": 1, ""1014"": 1, ""1128"": 1, ""131"": 1, ""2425"": 1, ""703"": 1, ""1214"": 1, ""1446"": 1, ""1283"": 1, ""695"": 1, ""2277"": 1, ""1590"": 1, ""954"": 1, ""1340"": 1}"
1158	STEP	steps	"{""34"": 40, ""1591"": 5, ""1289"": 4, ""1464"": 4, ""728"": 3, ""1443"": 3, ""1102"": 2, ""1879"": 2, ""1301"": 2, ""3970"": 2, ""1202"": 1, ""3396"": 1, ""2411"": 1, ""3630"": 1, ""568"": 1, ""1381"": 1, ""857"": 1, ""2058"": 1, ""752"": 1, ""2434"": 1, ""1498"": 1}"	"{""34"": 3, ""1591"": 12, ""1879"": 10, ""1289"": 9, ""3970"": 9, ""1443"": 3, ""1464"": 8, ""1102"": 6, ""1301"": 4, ""2252"": 4, ""3630"": 4, ""728"": 3, ""3396"": 2, ""2099"": 2, ""2912"": 2, ""1252"": 2, ""642"": 2, ""1128"": 2, ""1741"": 2, ""857"": 2, ""2434"": 2, ""2078"": 1, ""1707"": 1, ""2505"": 1, ""1202"": 1, ""585"": 1, ""1420"": 1, ""3427"": 1, ""1326"": 1, ""2596"": 1, ""1175"": 1, ""1369"": 1, ""2985"": 1, ""2411"": 1, ""43"": 1, ""1297"": 1, ""1203"": 1, ""1313"": 1, ""765"": 1, ""216"": 1, ""789"": 1, ""568"": 1, ""1381"": 1, ""1263"": 1, ""1246"": 1, ""2717"": 1, ""2058"": 1, ""752"": 1, ""711"": 1, ""911"": 1, ""3404"": 1, ""1757"": 1, ""1498"": 1}"
100	FAITHFUL	faithful	"{""1657"": 15, ""2432"": 7, ""1120"": 6, ""1944"": 5, ""1229"": 4, ""1325"": 3, ""3959"": 3, ""661"": 3, ""2514"": 3, ""1199"": 3, ""1349"": 2, ""1200"": 2, ""3333"": 1, ""2470"": 1, ""2009"": 1, ""1035"": 1, ""1495"": 1, ""3628"": 1, ""820"": 1, ""210"": 1, ""923"": 1, ""2301"": 1, ""24"": 1, ""1518"": 1}"	"{""1657"": 20, ""2432"": 19, ""2009"": 14, ""1120"": 13, ""1325"": 9, ""661"": 9, ""923"": 8, ""1229"": 8, ""1944"": 7, ""1349"": 6, ""1200"": 6, ""3959"": 6, ""3902"": 6, ""1199"": 6, ""2514"": 5, ""3299"": 3, ""3333"": 2, ""1035"": 2, ""1495"": 2, ""24"": 2, ""902"": 1, ""2214"": 1, ""1676"": 1, ""1860"": 1, ""1890"": 1, ""837"": 1, ""3953"": 1, ""1046"": 1, ""1446"": 1, ""1367"": 1, ""2470"": 1, ""1134"": 1, ""194"": 1, ""1518"": 1, ""1646"": 1, ""1223"": 1, ""3628"": 1, ""1092"": 1, ""615"": 1, ""1285"": 1, ""820"": 1, ""210"": 1, ""2301"": 1, ""505"": 1, ""852"": 1, ""74"": 1, ""1147"": 1, ""1019"": 1, ""1374"": 1, ""255"": 1, ""53"": 1, ""2571"": 1, ""2482"": 1, ""257"": 1}"
3025	BARN OR SHED	barn	"{""201"": 17, ""736"": 15, ""156"": 9, ""619"": 6, ""1567"": 6, ""615"": 6, ""1007"": 5, ""3396"": 3, ""342"": 3, ""735"": 3, ""1252"": 2, ""3025"": 2, ""1803"": 2, ""506"": 1, ""979"": 1, ""212"": 1, ""2406"": 1, ""210"": 1, ""794"": 1, ""1337"": 1, ""769"": 1, ""1817"": 1}"	"{""201"": 47, ""156"": 27, ""342"": 21, ""736"": 19, ""1007"": 16, ""1567"": 12, ""615"": 11, ""619"": 10, ""3396"": 6, ""1337"": 5, ""3025"": 4, ""1252"": 3, ""735"": 3, ""769"": 3, ""1803"": 3, ""506"": 2, ""212"": 2, ""1514"": 2, ""1331"": 2, ""2299"": 2, ""1077"": 2, ""1427"": 1, ""2570"": 1, ""1202"": 1, ""1208"": 1, ""1318"": 1, ""2099"": 1, ""1300"": 1, ""1879"": 1, ""979"": 1, ""1690"": 1, ""256"": 1, ""1325"": 1, ""606"": 1, ""2406"": 1, ""1304"": 1, ""210"": 1, ""1596"": 1, ""502"": 1, ""794"": 1, ""2769"": 1, ""2134"": 1, ""1450"": 1, ""1678"": 1, ""2124"": 1, ""2879"": 1, ""850"": 1, ""851"": 1, ""42"": 1, ""752"": 1, ""1343"": 1, ""1361"": 1, ""1259"": 1, ""1817"": 1}"
1465	BOX	box	"{""850"": 13, ""1465"": 1, ""1753"": 3, ""2319"": 2, ""768"": 2, ""648"": 2, ""1366"": 1, ""122"": 1, ""1208"": 1, ""1813"": 1, ""1423"": 1, ""1312"": 1, ""2982"": 1, ""1246"": 1, ""1267"": 1, ""2430"": 1, ""1156"": 1, ""212"": 1, ""1374"": 1, ""1381"": 1, ""3053"": 1, ""906"": 1, ""1579"": 1}"	"{""850"": 27, ""1465"": 2, ""1423"": 11, ""2982"": 3, ""1753"": 4, ""1624"": 3, ""2319"": 3, ""768"": 3, ""648"": 3, ""1381"": 3, ""2409"": 2, ""1111"": 2, ""1208"": 2, ""1247"": 2, ""1312"": 2, ""1433"": 2, ""167"": 2, ""1374"": 2, ""1665"": 1, ""297"": 1, ""1202"": 1, ""690"": 1, ""1366"": 1, ""122"": 1, ""1592"": 1, ""1467"": 1, ""1310"": 1, ""2011"": 1, ""1613"": 1, ""602"": 1, ""192"": 1, ""1813"": 1, ""1473"": 1, ""1470"": 1, ""867"": 1, ""3076"": 1, ""1448"": 1, ""617"": 1, ""1460"": 1, ""1606"": 1, ""1352"": 1, ""1246"": 1, ""1267"": 1, ""2430"": 1, ""1156"": 1, ""1107"": 1, ""212"": 1, ""654"": 1, ""699"": 1, ""673"": 1, ""1645"": 1, ""751"": 1, ""1158"": 1, ""752"": 1, ""3848"": 1, ""2271"": 1, ""1527"": 1, ""3053"": 1, ""893"": 1, ""2403"": 1, ""906"": 1, ""1591"": 1, ""1726"": 1, ""1579"": 1, ""1803"": 1, ""1113"": 1}"
3892	ACQUIRE (SOMETHING)	acquire	"{""694"": 2, ""1559"": 8, ""1869"": 4, ""1749"": 2, ""2996"": 2, ""1823"": 1, ""1111"": 1, ""2960"": 1, ""719"": 1, ""256"": 1, ""7"": 1, ""855"": 1, ""773"": 1, ""1477"": 1, ""3874"": 1, ""1307"": 1, ""2339"": 1, ""2562"": 1, ""984"": 1, ""732"": 1}"	"{""694"": 14, ""1559"": 16, ""1869"": 9, ""773"": 1, ""1749"": 8, ""733"": 6, ""2996"": 5, ""855"": 4, ""3874"": 4, ""684"": 4, ""719"": 3, ""7"": 3, ""1447"": 3, ""504"": 3, ""713"": 3, ""984"": 3, ""1369"": 2, ""1307"": 2, ""2072"": 2, ""1784"": 2, ""2882"": 1, ""3643"": 1, ""1823"": 1, ""692"": 1, ""1111"": 1, ""2099"": 1, ""2960"": 1, ""2006"": 1, ""256"": 1, ""3406"": 1, ""2021"": 1, ""1448"": 1, ""1477"": 1, ""3626"": 1, ""734"": 1, ""2090"": 1, ""2339"": 1, ""1231"": 1, ""2929"": 1, ""712"": 1, ""4006"": 1, ""1468"": 1, ""1127"": 1, ""2562"": 1, ""746"": 1, ""21"": 1, ""948"": 1, ""2631"": 1, ""962"": 1, ""732"": 1}"
1626	EXPLAIN	explain	"{""1711"": 11, ""709"": 8, ""1270"": 6, ""2708"": 4, ""2950"": 3, ""1269"": 3, ""2968"": 3, ""1536"": 3, ""1309"": 2, ""1275"": 1, ""989"": 1, ""1330"": 1, ""584"": 1, ""169"": 1, ""1608"": 1, ""3268"": 1, ""1458"": 1, ""1039"": 1, ""1544"": 1, ""984"": 1}"	"{""709"": 21, ""1711"": 17, ""1270"": 10, ""1536"": 9, ""2968"": 8, ""2708"": 8, ""1897"": 6, ""1309"": 4, ""2950"": 4, ""1039"": 4, ""1236"": 4, ""1275"": 3, ""1269"": 3, ""3268"": 3, ""1458"": 3, ""3302"": 2, ""989"": 2, ""3858"": 2, ""1447"": 2, ""169"": 2, ""1812"": 2, ""1599"": 2, ""82"": 1, ""391"": 1, ""963"": 1, ""905"": 1, ""972"": 1, ""1330"": 1, ""584"": 1, ""3427"": 1, ""2009"": 1, ""1408"": 1, ""1239"": 1, ""3299"": 1, ""504"": 1, ""1411"": 1, ""1608"": 1, ""674"": 1, ""1852"": 1, ""2401"": 1, ""1271"": 1, ""2425"": 1, ""3969"": 1, ""1544"": 1, ""1623"": 1, ""1929"": 1, ""1214"": 1, ""892"": 1, ""1638"": 1, ""79"": 1, ""984"": 1}"
111	DRUMMING	drums	"{""1665"": 14, ""642"": 10, ""377"": 9, ""1182"": 3, ""3320"": 3, ""3090"": 2, ""1361"": 2, ""854"": 2, ""2548"": 1, ""831"": 1, ""1467"": 1, ""1593"": 1, ""1247"": 1, ""1135"": 1, ""1048"": 1, ""827"": 1, ""1395"": 1, ""763"": 1, ""2879"": 1}"	"{""1665"": 23, ""642"": 23, ""377"": 20, ""1182"": 11, ""3320"": 7, ""2879"": 6, ""1295"": 5, ""1361"": 4, ""1247"": 1, ""3090"": 3, ""1413"": 3, ""1395"": 3, ""160"": 3, ""831"": 2, ""1593"": 2, ""854"": 2, ""1135"": 2, ""3883"": 2, ""668"": 2, ""763"": 2, ""2548"": 1, ""915"": 1, ""1318"": 1, ""1467"": 1, ""1631"": 1, ""1210"": 1, ""3808"": 1, ""1048"": 1, ""3975"": 1, ""1484"": 1, ""3994"": 1, ""2035"": 1, ""354"": 1, ""827"": 1, ""893"": 1}"
2920	SUDDENLY	suddenly	"{""1631"": 3, ""3848"": 7, ""1376"": 4, ""1963"": 2, ""1076"": 2, ""2921"": 2, ""1446"": 1, ""910"": 1, ""2467"": 1, ""2916"": 1, ""1829"": 1, ""3033"": 1, ""1409"": 1, ""788"": 1, ""1096"": 1, ""703"": 1, ""2880"": 1, ""1937"": 1}"	"{""1631"": 11, ""3848"": 21, ""1376"": 11, ""2916"": 6, ""1963"": 5, ""1076"": 3, ""1829"": 3, ""2921"": 3, ""825"": 2, ""1396"": 2, ""703"": 2, ""2880"": 2, ""1937"": 2, ""1815"": 1, ""722"": 1, ""1402"": 1, ""1446"": 1, ""3110"": 1, ""910"": 1, ""2101"": 1, ""1419"": 1, ""2573"": 1, ""1845"": 1, ""1431"": 1, ""1976"": 1, ""2467"": 1, ""695"": 1, ""139"": 1, ""248"": 1, ""136"": 1, ""754"": 1, ""1460"": 1, ""1409"": 1, ""1654"": 1, ""377"": 1, ""642"": 1, ""3882"": 1, ""3033"": 1, ""788"": 1, ""1096"": 1, ""3053"": 1, ""1591"": 1, ""2230"": 1}"
1654	LIGHTNING	lightning	"{""1150"": 30, ""353"": 10, ""2007"": 8, ""858"": 8, ""59"": 4, ""679"": 3, ""1027"": 2, ""1631"": 2, ""1233"": 2, ""1732"": 2, ""2935"": 1, ""1302"": 1, ""307"": 1, ""518"": 1, ""906"": 1, ""1424"": 1}"	"{""1150"": 51, ""858"": 32, ""679"": 18, ""2007"": 16, ""59"": 13, ""353"": 13, ""658"": 7, ""1732"": 6, ""630"": 5, ""1027"": 4, ""1631"": 3, ""2526"": 4, ""221"": 3, ""1302"": 3, ""1233"": 3, ""906"": 3, ""1489"": 1, ""2935"": 2, ""706"": 2, ""2879"": 2, ""518"": 1, ""952"": 2, ""1132"": 1, ""163"": 1, ""837"": 1, ""1321"": 1, ""2617"": 1, ""1105"": 1, ""1627"": 1, ""3080"": 1, ""1810"": 1, ""1419"": 1, ""2406"": 1, ""307"": 1, ""625"": 1, ""1048"": 1, ""3897"": 1, ""892"": 1, ""1424"": 1}"
2631	WIRE	wire	"{""2244"": 9, ""1488"": 8, ""1825"": 5, ""1218"": 5, ""1379"": 2, ""59"": 4, ""221"": 2, ""1048"": 2, ""156"": 2, ""1788"": 1, ""937"": 1, ""1690"": 1, ""1691"": 1, ""3069"": 1, ""342"": 1, ""1265"": 1, ""1286"": 1, ""2540"": 1, ""1422"": 1, ""1203"": 1, ""923"": 1, ""1554"": 1, ""1562"": 1, ""191"": 1, ""1315"": 1, ""1127"": 1, ""2343"": 1, ""2308"": 1, ""1161"": 1, ""1996"": 1, ""1113"": 1}"	"{""1825"": 16, ""2244"": 14, ""59"": 12, ""1488"": 12, ""1218"": 1, ""1379"": 3, ""937"": 6, ""1690"": 6, ""1265"": 5, ""156"": 4, ""221"": 3, ""1127"": 3, ""2308"": 3, ""1788"": 1, ""3385"": 2, ""2224"": 2, ""837"": 2, ""1326"": 2, ""1040"": 2, ""770"": 2, ""1286"": 2, ""2540"": 2, ""1048"": 2, ""1422"": 2, ""2964"": 2, ""3994"": 2, ""2343"": 2, ""1663"": 1, ""1917"": 1, ""163"": 1, ""1027"": 1, ""1111"": 1, ""1476"": 1, ""3086"": 1, ""1367"": 1, ""227"": 1, ""1691"": 1, ""3069"": 1, ""815"": 1, ""342"": 1, ""1071"": 1, ""1203"": 1, ""923"": 1, ""1554"": 1, ""1562"": 1, ""1559"": 1, ""1231"": 1, ""191"": 1, ""1129"": 1, ""654"": 1, ""656"": 1, ""1315"": 1, ""1923"": 1, ""1039"": 1, ""2954"": 1, ""459"": 1, ""362"": 1, ""1161"": 1, ""1996"": 1, ""1075"": 1, ""933"": 1, ""2230"": 1, ""1113"": 1}"
1715	THIRTY	thirty	"{""1716"": 15, ""1789"": 12, ""1356"": 6, ""1226"": 6, ""1493"": 5, ""492"": 5, ""493"": 4, ""1207"": 3, ""1230"": 2, ""1229"": 2, ""668"": 2, ""847"": 2, ""1715"": 1, ""1967"": 1, ""1446"": 1, ""1398"": 1, ""494"": 1, ""1500"": 1, ""1579"": 1, ""1704"": 1, ""1710"": 1, ""1498"": 1, ""948"": 1}"	"{""1789"": 24, ""1716"": 23, ""1356"": 16, ""1226"": 12, ""492"": 11, ""1493"": 8, ""1230"": 7, ""1207"": 7, ""1710"": 6, ""494"": 5, ""1229"": 5, ""847"": 5, ""493"": 4, ""1500"": 4, ""892"": 4, ""1498"": 4, ""1717"": 3, ""668"": 3, ""3635"": 2, ""1398"": 2, ""2301"": 2, ""759"": 2, ""1718"": 2, ""1715"": 1, ""1289"": 1, ""747"": 1, ""2407"": 1, ""1967"": 1, ""2099"": 1, ""1446"": 1, ""2978"": 1, ""1301"": 1, ""1200"": 1, ""1579"": 1, ""477"": 1, ""210"": 1, ""373"": 1, ""923"": 1, ""1554"": 1, ""1370"": 1, ""640"": 1, ""1483"": 1, ""1704"": 1, ""1039"": 1, ""1241"": 1, ""1380"": 1, ""1788"": 1, ""3480"": 1, ""1843"": 1, ""1346"": 1, ""3902"": 1, ""3479"": 1, ""948"": 1, ""1236"": 1}"
3020	BREAK (BREAKING)	burst	"{""3976"": 14, ""3083"": 12, ""3689"": 12, ""1430"": 6, ""680"": 4, ""1429"": 3, ""2627"": 2, ""1124"": 2, ""1343"": 2, ""1804"": 1, ""874"": 1, ""728"": 1, ""630"": 1, ""1156"": 1, ""1783"": 1, ""1631"": 1, ""1806"": 1, ""1651"": 1, ""4011"": 1, ""3746"": 1, ""948"": 1}"	"{""3976"": 40, ""3083"": 23, ""3689"": 23, ""1430"": 9, ""680"": 8, ""948"": 8, ""1584"": 3, ""1489"": 3, ""1429"": 3, ""1107"": 3, ""1124"": 3, ""1804"": 2, ""221"": 2, ""2524"": 2, ""630"": 2, ""1156"": 2, ""2627"": 2, ""365"": 2, ""1437"": 2, ""519"": 2, ""1343"": 2, ""3276"": 2, ""27"": 1, ""1292"": 1, ""1746"": 1, ""175"": 1, ""679"": 1, ""874"": 1, ""1613"": 1, ""3080"": 1, ""3972"": 1, ""3861"": 1, ""1280"": 1, ""1631"": 1, ""728"": 1, ""889"": 1, ""494"": 1, ""613"": 1, ""849"": 1, ""1431"": 1, ""1210"": 1, ""3091"": 1, ""501"": 1, ""3452"": 1, ""1269"": 1, ""1783"": 1, ""2526"": 1, ""3096"": 1, ""2860"": 1, ""2889"": 1, ""1744"": 1, ""1806"": 1, ""3848"": 1, ""1573"": 1, ""1651"": 1, ""97"": 1, ""4011"": 1, ""3746"": 1}"
971	MUST	must	"{""773"": 11, ""813"": 4, ""2339"": 4, ""695"": 3, ""1240"": 3, ""1409"": 3, ""1998"": 2, ""3471"": 2, ""1579"": 2, ""1062"": 1, ""1675"": 1, ""976"": 1, ""1268"": 1, ""1213"": 1}"	"{""773"": 18, ""813"": 13, ""2339"": 1, ""1409"": 10, ""1784"": 1, ""695"": 6, ""1579"": 3, ""972"": 1, ""1998"": 4, ""1240"": 4, ""1128"": 4, ""3471"": 2, ""2124"": 3, ""1062"": 2, ""289"": 2, ""1376"": 2, ""1812"": 2, ""866"": 2, ""1524"": 2, ""1890"": 1, ""2998"": 1, ""1398"": 1, ""1290"": 1, ""694"": 1, ""684"": 1, ""920"": 1, ""1209"": 1, ""1285"": 1, ""3626"": 1, ""1030"": 1, ""1635"": 1, ""3704"": 1, ""1999"": 1, ""1675"": 1, ""1381"": 1, ""3902"": 1, ""2881"": 1, ""976"": 1, ""1270"": 1, ""1268"": 1, ""1213"": 1}"
110	MOTOR	motor	"{""1111"": 24, ""2622"": 17, ""1844"": 16, ""1484"": 6, ""2549"": 5, ""747"": 3, ""1256"": 2, ""588"": 1, ""741"": 1, ""2406"": 1, ""144"": 1, ""2244"": 1, ""638"": 1, ""1182"": 1, ""673"": 1}"	"{""1111"": 54, ""2622"": 39, ""1844"": 29, ""1484"": 10, ""2549"": 9, ""747"": 8, ""2406"": 6, ""741"": 4, ""638"": 3, ""2526"": 3, ""1631"": 2, ""695"": 2, ""1256"": 2, ""144"": 2, ""674"": 2, ""765"": 2, ""3695"": 2, ""588"": 1, ""1070"": 1, ""989"": 1, ""1810"": 1, ""3074"": 1, ""323"": 1, ""377"": 1, ""2244"": 1, ""1559"": 1, ""224"": 1, ""1182"": 1, ""1413"": 1, ""3001"": 1, ""1519"": 1, ""673"": 1, ""2879"": 1, ""121"": 1, ""1882"": 1, ""3665"": 1, ""1549"": 1, ""2457"": 1, ""710"": 1, ""1361"": 1, ""1207"": 1}"
2629	TRAY	tray	"{""1775"": 9, ""256"": 8, ""646"": 7, ""1373"": 6, ""481"": 4, ""1633"": 4, ""1322"": 3, ""700"": 3, ""476"": 3, ""1227"": 2, ""1833"": 2, ""768"": 2, ""654"": 2, ""480"": 2, ""3648"": 2, ""759"": 2, ""1597"": 1, ""183"": 1, ""122"": 1, ""769"": 1, ""1299"": 1, ""3086"": 1, ""1336"": 1, ""1460"": 1, ""2071"": 1, ""24"": 1, ""673"": 1, ""1064"": 1, ""984"": 1}"	"{""256"": 22, ""1373"": 16, ""1633"": 14, ""700"": 13, ""1775"": 10, ""646"": 9, ""481"": 9, ""768"": 8, ""480"": 8, ""476"": 6, ""654"": 6, ""1322"": 5, ""759"": 5, ""3648"": 4, ""1833"": 3, ""673"": 3, ""1597"": 2, ""1227"": 2, ""1569"": 2, ""616"": 2, ""1460"": 2, ""2071"": 2, ""1526"": 2, ""1143"": 2, ""1847"": 2, ""4028"": 1, ""183"": 1, ""1663"": 1, ""122"": 1, ""769"": 1, ""969"": 1, ""1299"": 1, ""3086"": 1, ""1465"": 1, ""1100"": 1, ""1230"": 1, ""1401"": 1, ""1336"": 1, ""604"": 1, ""3406"": 1, ""1496"": 1, ""1897"": 1, ""2406"": 1, ""1533"": 1, ""1365"": 1, ""1203"": 1, ""635"": 1, ""765"": 1, ""31"": 1, ""648"": 1, ""281"": 1, ""24"": 1, ""1490"": 1, ""2562"": 1, ""1064"": 1, ""16"": 1, ""1324"": 1, ""3130"": 1, ""1380"": 1, ""492"": 1, ""1788"": 1, ""1591"": 1, ""984"": 1, ""1424"": 1}"
1437	SPLIT	split	"{""868"": 17, ""680"": 6, ""816"": 6, ""1384"": 6, ""1432"": 4, ""1119"": 4, ""1134"": 4, ""1156"": 3, ""2025"": 2, ""588"": 2, ""1498"": 2, ""1591"": 2, ""1803"": 2, ""1320"": 1, ""744"": 1, ""3074"": 1, ""3625"": 1, ""1297"": 1, ""478"": 1, ""779"": 1, ""1455"": 1, ""3959"": 1, ""668"": 1, ""3957"": 1, ""1651"": 1, ""809"": 1, ""935"": 1}"	"{""868"": 33, ""1119"": 14, ""680"": 12, ""1134"": 9, ""816"": 9, ""1432"": 8, ""1384"": 7, ""1498"": 7, ""1591"": 6, ""1803"": 1, ""588"": 5, ""1156"": 5, ""2025"": 3, ""1359"": 5, ""1651"": 5, ""1040"": 4, ""3080"": 3, ""1297"": 3, ""677"": 2, ""1081"": 2, ""1752"": 2, ""478"": 2, ""809"": 1, ""648"": 2, ""779"": 2, ""3959"": 2, ""884"": 2, ""1320"": 1, ""834"": 1, ""1289"": 1, ""1394"": 1, ""1530"": 1, ""874"": 1, ""1975"": 1, ""155"": 1, ""1287"": 1, ""1888"": 1, ""1879"": 1, ""744"": 1, ""742"": 1, ""1570"": 1, ""1560"": 1, ""1303"": 1, ""3074"": 1, ""1691"": 1, ""239"": 1, ""1646"": 1, ""2648"": 1, ""1256"": 1, ""3625"": 1, ""2411"": 1, ""1093"": 1, ""1992"": 1, ""502"": 1, ""1783"": 1, ""1455"": 1, ""668"": 1, ""691"": 1, ""3957"": 1, ""1380"": 1, ""906"": 1, ""935"": 1}"
3872	BLOND	blond	"{""1040"": 21, ""1646"": 10, ""962"": 6, ""1492"": 5, ""1424"": 3, ""630"": 2, ""1518"": 2, ""1335"": 2, ""2481"": 1, ""837"": 1, ""1299"": 1, ""1560"": 1, ""1286"": 1, ""3425"": 1, ""1203"": 1, ""1553"": 1, ""1554"": 1, ""2410"": 1, ""1343"": 1, ""3754"": 1}"	"{""1040"": 39, ""1492"": 24, ""1646"": 17, ""1424"": 11, ""1335"": 10, ""962"": 1, ""837"": 6, ""3425"": 6, ""630"": 6, ""1518"": 5, ""2410"": 2, ""1639"": 3, ""1803"": 3, ""3460"": 2, ""2409"": 2, ""1613"": 2, ""157"": 2, ""1551"": 2, ""1203"": 2, ""1554"": 2, ""1343"": 2, ""2308"": 2, ""1427"": 1, ""2481"": 1, ""2531"": 1, ""1262"": 1, ""1821"": 1, ""1024"": 1, ""2512"": 1, ""1299"": 1, ""2009"": 1, ""686"": 1, ""1248"": 1, ""1560"": 1, ""1369"": 1, ""153"": 1, ""1256"": 1, ""1286"": 1, ""1553"": 1, ""671"": 1, ""708"": 1, ""1645"": 1, ""3754"": 1, ""2457"": 1, ""2631"": 1}"
753	PUPIL (STUDENT)	student	"{""1038"": 14, ""673"": 8, ""753"": 6, ""504"": 5, ""1207"": 4, ""2301"": 3, ""1929"": 3, ""2099"": 2, ""2435"": 2, ""984"": 2, ""1914"": 1, ""1775"": 1, ""1336"": 1, ""1553"": 1, ""383"": 1, ""131"": 1, ""724"": 1}"	"{""1038"": 34, ""673"": 31, ""1929"": 17, ""753"": 10, ""504"": 8, ""1207"": 8, ""984"": 6, ""2435"": 5, ""963"": 3, ""2099"": 3, ""1775"": 3, ""2301"": 3, ""1564"": 2, ""383"": 2, ""648"": 2, ""724"": 2, ""2530"": 2, ""1480"": 1, ""2755"": 1, ""491"": 1, ""3086"": 1, ""1914"": 1, ""1336"": 1, ""323"": 1, ""1035"": 1, ""2406"": 1, ""3874"": 1, ""2428"": 1, ""1553"": 1, ""642"": 1, ""1156"": 1, ""131"": 1, ""683"": 1, ""3916"": 1, ""712"": 1, ""709"": 1, ""1672"": 1}"
4021	DINOSAUR	dinosaur	"{""1229"": 18, ""744"": 3, ""619"": 2, ""1625"": 2, ""632"": 2, ""1959"": 2, ""906"": 2, ""25"": 1, ""1425"": 1, ""1972"": 1, ""1202"": 1, ""674"": 1, ""1333"": 1, ""725"": 1, ""892"": 1}"	"{""1229"": 24, ""1425"": 9, ""632"": 8, ""1202"": 5, ""744"": 5, ""1380"": 5, ""619"": 4, ""1625"": 4, ""906"": 4, ""1959"": 3, ""3896"": 2, ""2783"": 2, ""1789"": 1, ""1863"": 1, ""958"": 1, ""937"": 1, ""2409"": 1, ""2099"": 1, ""2426"": 1, ""2483"": 1, ""910"": 1, ""25"": 1, ""2038"": 1, ""3407"": 1, ""318"": 1, ""1976"": 1, ""604"": 1, ""1433"": 1, ""1393"": 1, ""1972"": 1, ""1304"": 1, ""628"": 1, ""629"": 1, ""2288"": 1, ""674"": 1, ""216"": 1, ""1333"": 1, ""1484"": 1, ""725"": 1, ""3001"": 1, ""2668"": 1, ""3006"": 1, ""892"": 1, ""2403"": 1, ""900"": 1}"
3468	KINDNESS	kindness	"{""1035"": 7, ""1954"": 3, ""2982"": 2, ""923"": 2, ""1216"": 2, ""717"": 1, ""3953"": 1, ""1613"": 1, ""194"": 1, ""239"": 1, ""1325"": 1, ""3632"": 1, ""1646"": 1, ""1496"": 1, ""3718"": 1, ""1897"": 1, ""136"": 1, ""1092"": 1, ""1338"": 1, ""3854"": 1, ""1373"": 1, ""1232"": 1}"	"{""923"": 13, ""1035"": 12, ""717"": 2, ""1325"": 5, ""3299"": 5, ""3953"": 4, ""1954"": 3, ""2941"": 4, ""1232"": 4, ""962"": 4, ""2982"": 3, ""1216"": 3, ""1451"": 3, ""2099"": 2, ""194"": 2, ""239"": 2, ""3632"": 2, ""1223"": 2, ""1897"": 2, ""683"": 2, ""2301"": 2, ""1338"": 2, ""3300"": 2, ""1292"": 1, ""1613"": 1, ""1853"": 1, ""45"": 1, ""2912"": 1, ""3954"": 1, ""1646"": 1, ""1495"": 1, ""1496"": 1, ""3718"": 1, ""136"": 1, ""1092"": 1, ""928"": 1, ""307"": 1, ""1355"": 1, ""1612"": 1, ""1559"": 1, ""2422"": 1, ""3916"": 1, ""3854"": 1, ""1039"": 1, ""1856"": 1, ""791"": 1, ""785"": 1, ""1373"": 1, ""965"": 1}"
