CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	R1	R123
3125	PLAY (GAME)	golfen	"{""606"": 6, ""614"": 1, ""712"": 4, ""1426"": 3, ""1845"": 5, ""1474"": 2, ""3306"": 1, ""1295"": 1}"	"{""606"": 21, ""905"": 1, ""614"": 1, ""1425"": 10, ""712"": 8, ""2623"": 1, ""1426"": 9, ""1845"": 11, ""3306"": 2, ""1474"": 5, ""1342"": 1, ""1295"": 3, ""1335"": 1, ""1355"": 1, ""3002"": 1, ""1229"": 1}"
1429	FULL	vol	"{""1321"": 5, ""1624"": 24, ""1251"": 2, ""1881"": 8, ""604"": 7, ""1244"": 4, ""2303"": 1, ""1123"": 1, ""1198"": 2, ""635"": 2, ""2755"": 2, ""744"": 2, ""1210"": 1, ""819"": 2, ""1111"": 1, ""1395"": 1}"	"{""1321"": 10, ""1244"": 11, ""816"": 1, ""1624"": 34, ""604"": 22, ""1251"": 4, ""635"": 7, ""1395"": 4, ""1881"": 17, ""1256"": 1, ""819"": 5, ""1123"": 4, ""3473"": 1, ""1400"": 1, ""948"": 5, ""2755"": 4, ""1597"": 1, ""2303"": 4, ""1232"": 2, ""744"": 3, ""1336"": 3, ""1198"": 8, ""1202"": 2, ""1210"": 1, ""1111"": 2, ""900"": 1, ""507"": 1, ""3102"": 1, ""3106"": 1}"
156	RED	ros	"{""615"": 31, ""1040"": 18, ""156"": 7, ""1613"": 5, ""1208"": 2, ""3328"": 1, ""221"": 1, ""1548"": 1, ""2409"": 1, ""1262"": 1}"	"{""615"": 61, ""156"": 17, ""1040"": 38, ""619"": 2, ""1613"": 16, ""487"": 1, ""3328"": 12, ""1427"": 2, ""1208"": 3, ""1646"": 2, ""221"": 1, ""1548"": 1, ""673"": 1, ""2409"": 2, ""1335"": 1, ""962"": 4, ""606"": 1, ""1292"": 1, ""2470"": 1, ""1262"": 1}"
2483	COLD (OF WEATHER)	koel	"{""1287"": 32, ""503"": 2, ""948"": 2, ""1471"": 2, ""1232"": 3, ""3106"": 2, ""1336"": 1, ""1342"": 1, ""635"": 1}"	"{""1287"": 46, ""1471"": 7, ""503"": 4, ""1342"": 4, ""789"": 1, ""837"": 5, ""1215"": 1, ""948"": 7, ""1343"": 1, ""258"": 2, ""847"": 1, ""1232"": 3, ""1726"": 1, ""1401"": 2, ""1336"": 2, ""26"": 1, ""1425"": 1, ""3106"": 4, ""774"": 1, ""3982"": 1, ""784"": 1, ""943"": 1, ""1639"": 3, ""153"": 1, ""635"": 1}"
1350	MONKEY	aap	"{""163"": 1, ""619"": 13, ""868"": 8, ""1899"": 1, ""1040"": 3, ""906"": 1, ""153"": 1, ""2409"": 1, ""1518"": 1}"	"{""1040"": 5, ""163"": 3, ""600"": 1, ""619"": 20, ""1246"": 2, ""868"": 15, ""1518"": 5, ""1899"": 2, ""1548"": 1, ""2409"": 8, ""906"": 3, ""216"": 1, ""1220"": 4, ""1564"": 1, ""1102"": 1, ""1202"": 1, ""1895"": 1, ""2530"": 1, ""604"": 1, ""153"": 1, ""1221"": 1, ""3124"": 1, ""2009"": 1, ""1424"": 1, ""2099"": 1}"
1518	STUPID	dwaas	"{""1899"": 29, ""1518"": 31, ""1310"": 2}"	"{""1899"": 44, ""1518"": 71, ""1221"": 1, ""1209"": 1, ""1355"": 2, ""600"": 4, ""1757"": 1, ""1310"": 3, ""1350"": 1, ""3858"": 1, ""701"": 1, ""1548"": 1, ""2530"": 1}"
701	SLOW	traag	"{""1631"": 21, ""1543"": 35, ""1564"": 2, ""112"": 8, ""418"": 1, ""584"": 1, ""1301"": 1, ""1879"": 1, ""1111"": 1, ""1491"": 1}"	"{""1631"": 33, ""1543"": 62, ""1564"": 2, ""1246"": 2, ""1518"": 1, ""1292"": 1, ""1339"": 1, ""1439"": 1, ""34"": 1, ""112"": 22, ""1495"": 1, ""1209"": 1, ""701"": 1, ""905"": 4, ""504"": 1, ""906"": 1, ""667"": 1, ""606"": 1, ""418"": 1, ""1645"": 1, ""1229"": 4, ""1111"": 7, ""3086"": 1, ""584"": 1, ""1884"": 1, ""1672"": 1, ""1443"": 2, ""1301"": 1, ""1879"": 1, ""1757"": 1, ""96"": 1, ""1491"": 1, ""1602"": 1}"
667	ROAD	weg	"{""418"": 1, ""1111"": 10, ""1228"": 1, ""194"": 1, ""2625"": 1, ""671"": 3, ""1443"": 1, ""1252"": 1, ""1884"": 1, ""1309"": 1}"	"{""1111"": 27, ""1292"": 1, ""418"": 3, ""1228"": 4, ""194"": 1, ""1252"": 2, ""1463"": 1, ""153"": 3, ""1633"": 1, ""2625"": 2, ""671"": 5, ""698"": 1, ""1243"": 1, ""1425"": 1, ""1443"": 1, ""503"": 1, ""3028"": 1, ""1070"": 1, ""900"": 1, ""1884"": 1, ""640"": 1, ""1406"": 2, ""962"": 1, ""1309"": 1, ""1246"": 1}"
1394	BONE	bot	"{""1297"": 22, ""1923"": 1, ""2668"": 9, ""1844"": 1, ""1335"": 2, ""1352"": 7, ""2009"": 10, ""1007"": 1, ""1375"": 1, ""1645"": 2, ""379"": 1, ""585"": 2, ""1396"": 1, ""677"": 1, ""2151"": 1}"	"{""1297"": 42, ""1396"": 4, ""585"": 9, ""1847"": 1, ""1335"": 4, ""1923"": 6, ""2009"": 35, ""1826"": 1, ""2668"": 18, ""1352"": 17, ""1844"": 1, ""647"": 1, ""619"": 2, ""635"": 2, ""379"": 2, ""356"": 1, ""1884"": 2, ""1007"": 1, ""634"": 3, ""227"": 3, ""1375"": 1, ""1379"": 1, ""1171"": 1, ""2151"": 3, ""1400"": 1, ""1230"": 1, ""1514"": 1, ""2540"": 2, ""1645"": 2, ""785"": 1, ""2578"": 1, ""1625"": 1, ""3124"": 1, ""1285"": 1, ""251"": 1, ""658"": 1, ""820"": 1, ""1336"": 1, ""677"": 1, ""3762"": 1}"
2668	SKELETON	skelet	"{""1625"": 10, ""1394"": 3, ""673"": 1, ""1230"": 1, ""785"": 1, ""1297"": 2, ""1400"": 3, ""1228"": 1, ""1335"": 2}"	"{""1625"": 34, ""1394"": 9, ""1335"": 19, ""2308"": 1, ""673"": 1, ""1230"": 2, ""619"": 2, ""1884"": 2, ""785"": 2, ""1297"": 2, ""1548"": 2, ""1400"": 7, ""763"": 1, ""1228"": 1, ""1422"": 1, ""2540"": 1}"
1707	TWELVE	twaalf	"{""1226"": 4, ""492"": 1, ""1336"": 1, ""1357"": 1, ""1035"": 1, ""1356"": 17, ""1706"": 3, ""1708"": 4, ""1323"": 1, ""1515"": 1, ""1198"": 1}"	"{""1356"": 26, ""1226"": 9, ""2099"": 2, ""1708"": 8, ""492"": 2, ""1336"": 2, ""1357"": 1, ""1035"": 1, ""1702"": 1, ""1706"": 12, ""673"": 1, ""1207"": 1, ""1807"": 3, ""1427"": 1, ""1420"": 2, ""1493"": 1, ""1323"": 1, ""1515"": 2, ""2451"": 1, ""1198"": 1}"
509	CERTAIN	zeker	"{""220"": 1, ""1268"": 2, ""1725"": 9, ""1410"": 4, ""1237"": 1, ""3762"": 1, ""1240"": 2, ""1311"": 1, ""785"": 1}"	"{""220"": 1, ""1268"": 8, ""1495"": 1, ""3762"": 6, ""1725"": 16, ""1237"": 5, ""1035"": 4, ""1410"": 7, ""1570"": 2, ""1120"": 1, ""1240"": 3, ""785"": 3, ""2316"": 1, ""1311"": 1, ""1310"": 2, ""687"": 1, ""1625"": 1}"
937	BIRD	vogel	"{""744"": 6, ""1441"": 21, ""2316"": 1, ""539"": 5, ""619"": 4, ""1025"": 2, ""1261"": 1, ""906"": 3, ""1383"": 1, ""1514"": 1, ""1336"": 1, ""1474"": 1, ""1208"": 1, ""227"": 1}"	"{""1246"": 4, ""1265"": 1, ""744"": 14, ""539"": 18, ""1441"": 39, ""619"": 7, ""1537"": 1, ""1419"": 1, ""2316"": 5, ""1025"": 7, ""1514"": 2, ""1111"": 1, ""1208"": 3, ""1336"": 2, ""2409"": 1, ""1230"": 1, ""1261"": 2, ""1368"": 2, ""906"": 3, ""1002"": 1, ""1383"": 1, ""1847"": 1, ""1597"": 1, ""1474"": 2, ""606"": 1, ""1342"": 1, ""777"": 1, ""227"": 1}"
1235	WHO	wie	"{""1236"": 29, ""683"": 15, ""1209"": 6, ""1238"": 1, ""1215"": 1, ""1235"": 1, ""789"": 2, ""1237"": 1, ""1239"": 1, ""1270"": 2, ""2470"": 1}"	"{""1270"": 17, ""1236"": 42, ""1237"": 28, ""1238"": 11, ""683"": 24, ""1239"": 16, ""1209"": 11, ""1215"": 8, ""727"": 2, ""3053"": 1, ""1405"": 1, ""1430"": 1, ""789"": 3, ""1560"": 2, ""1235"": 3, ""1554"": 2, ""2246"": 1, ""1410"": 1, ""1268"": 1, ""2470"": 1, ""619"": 1, ""1252"": 1}"
592	PISS	plassen	"{""658"": 5, ""219"": 19, ""3130"": 1, ""1726"": 1, ""948"": 6, ""1424"": 1}"	"{""658"": 24, ""219"": 26, ""948"": 21, ""1424"": 6, ""1232"": 1, ""2099"": 1, ""3130"": 1, ""2108"": 1, ""1726"": 4, ""1339"": 1, ""2009"": 1, ""1554"": 1, ""640"": 2, ""1401"": 2, ""1198"": 1, ""1030"": 1, ""1453"": 2, ""906"": 2, ""809"": 1, ""1829"": 1}"
3744	INTERPRETER	tolk	"{""1307"": 18, ""996"": 1, ""2530"": 1, ""1269"": 1}"	"{""1307"": 29, ""1030"": 1, ""1824"": 2, ""1775"": 1, ""683"": 4, ""1720"": 3, ""584"": 3, ""996"": 1, ""962"": 1, ""1623"": 4, ""2530"": 1, ""1554"": 1, ""1269"": 1, ""1631"": 1, ""673"": 1, ""504"": 1, ""1608"": 1}"
2991	SKI	skiën	"{""784"": 57, ""1287"": 3, ""1471"": 3, ""2409"": 1, ""1335"": 2, ""1297"": 1, ""1280"": 1}"	"{""784"": 86, ""1631"": 4, ""1287"": 10, ""1898"": 2, ""1335"": 10, ""1471"": 10, ""2409"": 1, ""2580"": 1, ""1280"": 10, ""1343"": 7, ""3100"": 1, ""639"": 1, ""3132"": 1, ""1297"": 1, ""1829"": 3, ""1288"": 1}"
698	WISE	wijs	"{""1310"": 43, ""1209"": 1, ""735"": 1, ""1518"": 1, ""2530"": 1, ""1427"": 1, ""1229"": 7, ""1221"": 1, ""962"": 1, ""1856"": 1}"	"{""1310"": 57, ""1410"": 1, ""1229"": 19, ""667"": 1, ""1496"": 2, ""1209"": 1, ""1383"": 1, ""1518"": 2, ""735"": 3, ""1035"": 1, ""153"": 8, ""2530"": 6, ""1038"": 1, ""1427"": 1, ""948"": 1, ""1221"": 1, ""1217"": 2, ""2112"": 1, ""962"": 1, ""1415"": 2, ""1725"": 1, ""1856"": 2, ""963"": 1, ""1898"": 1, ""1554"": 1}"
1515	TEN	tien	"{""1395"": 1, ""1420"": 4, ""1483"": 6, ""1356"": 24, ""1706"": 3, ""673"": 1, ""1409"": 1, ""1198"": 1, ""1710"": 4, ""1707"": 1, ""1035"": 1, ""1265"": 1, ""1307"": 1}"	"{""1395"": 6, ""1198"": 4, ""1420"": 9, ""1483"": 10, ""1356"": 38, ""1294"": 2, ""1706"": 4, ""1707"": 2, ""1713"": 1, ""673"": 4, ""1788"": 1, ""1554"": 1, ""1409"": 1, ""1775"": 1, ""1226"": 3, ""1710"": 4, ""1634"": 2, ""1427"": 1, ""1705"": 3, ""1704"": 2, ""1035"": 3, ""1715"": 1, ""1716"": 1, ""1277"": 1, ""2099"": 1, ""1265"": 1, ""1307"": 1}"
820	LAMB	lam	"{""1331"": 42, ""1336"": 1, ""619"": 7, ""1564"": 1, ""1663"": 1, ""1427"": 1, ""1856"": 1, ""1601"": 1, ""1757"": 1, ""964"": 2}"	"{""1331"": 54, ""964"": 14, ""1336"": 3, ""1757"": 6, ""2470"": 9, ""1856"": 6, ""619"": 11, ""634"": 11, ""1564"": 5, ""1663"": 1, ""1335"": 5, ""1246"": 3, ""701"": 4, ""1427"": 1, ""1207"": 2, ""1601"": 1, ""3306"": 1, ""635"": 1, ""1007"": 2, ""946"": 1, ""686"": 1, ""1847"": 1, ""1537"": 1, ""1502"": 1}"
1547	SOUP	bouillon	"{""323"": 1, ""1232"": 2, ""1336"": 1, ""634"": 1, ""1514"": 1, ""1100"": 1}"	"{""1514"": 19, ""1471"": 2, ""634"": 14, ""1274"": 11, ""1100"": 6, ""323"": 4, ""1232"": 4, ""1217"": 1, ""1425"": 1, ""376"": 1, ""1286"": 3, ""948"": 3, ""1336"": 3, ""926"": 1, ""1847"": 2, ""1938"": 1, ""1230"": 1, ""1906"": 1, ""1401"": 1}"
1247	EAR	oor	"{""1408"": 20, ""1256"": 2, ""1608"": 9, ""1560"": 2, ""1221"": 5, ""1202"": 2, ""1307"": 1, ""1230"": 1, ""2246"": 1, ""3446"": 1, ""1040"": 1, ""1548"": 1, ""1898"": 1, ""1248"": 2, ""1246"": 1}"	"{""1408"": 41, ""1608"": 21, ""1256"": 10, ""1548"": 2, ""1824"": 1, ""1560"": 6, ""1221"": 6, ""1481"": 1, ""1285"": 1, ""1202"": 3, ""1246"": 2, ""1307"": 1, ""1586"": 1, ""1230"": 1, ""1248"": 6, ""2246"": 2, ""3446"": 1, ""996"": 5, ""1040"": 2, ""1467"": 1, ""48"": 1, ""1044"": 1, ""1898"": 1, ""1498"": 1, ""377"": 1}"
474	DRESS	jurk	"{""1645"": 2, ""1646"": 12, ""962"": 14, ""1845"": 6, ""1342"": 5, ""1229"": 1, ""163"": 2, ""418"": 6, ""1427"": 2, ""1496"": 1, ""700"": 1, ""1269"": 1, ""239"": 1}"	"{""1645"": 6, ""1342"": 24, ""1845"": 15, ""1646"": 20, ""1427"": 10, ""962"": 20, ""156"": 2, ""1659"": 4, ""1229"": 2, ""905"": 1, ""1613"": 2, ""163"": 4, ""1367"": 1, ""1869"": 1, ""239"": 4, ""418"": 9, ""772"": 2, ""1522"": 1, ""1629"": 1, ""203"": 1, ""1496"": 1, ""1426"": 1, ""700"": 1, ""1641"": 1, ""3446"": 1, ""323"": 1, ""1400"": 1, ""1246"": 1, ""1040"": 1, ""1879"": 2, ""3604"": 1, ""809"": 1, ""153"": 1, ""1269"": 1, ""2099"": 2}"
1133	MATCH	lucifer	"{""1424"": 2, ""221"": 62, ""969"": 2, ""3092"": 1, ""737"": 2, ""1803"": 1, ""1273"": 4, ""1232"": 1, ""630"": 2}"	"{""221"": 81, ""1424"": 7, ""1273"": 14, ""1639"": 2, ""1229"": 1, ""969"": 13, ""906"": 1, ""1803"": 13, ""1689"": 1, ""156"": 6, ""3118"": 1, ""418"": 1, ""3092"": 3, ""1246"": 4, ""737"": 4, ""630"": 7, ""778"": 2, ""127"": 1, ""1232"": 1, ""163"": 1}"
2997	COLORFUL	kleurrijk	"{""1427"": 7, ""1733"": 25, ""156"": 8, ""580"": 5, ""1342"": 1, ""1425"": 1, ""647"": 1, ""239"": 2, ""837"": 1, ""1343"": 1, ""1424"": 5, ""3304"": 1}"	"{""1427"": 14, ""1733"": 38, ""2504"": 1, ""1198"": 1, ""156"": 10, ""1342"": 6, ""1424"": 7, ""837"": 3, ""1495"": 1, ""580"": 9, ""3328"": 2, ""630"": 1, ""1336"": 1, ""1537"": 5, ""1425"": 4, ""239"": 3, ""1791"": 3, ""1357"": 1, ""647"": 1, ""653"": 1, ""2623"": 1, ""606"": 1, ""1343"": 2, ""1232"": 1, ""2340"": 1, ""3304"": 1, ""1895"": 1}"
2398	MANGO	mango	"{""1342"": 3, ""1507"": 45, ""717"": 5, ""1336"": 1, ""1514"": 1, ""1425"": 1, ""1426"": 1, ""1424"": 1}"	"{""1342"": 6, ""1507"": 57, ""600"": 1, ""1202"": 2, ""1425"": 6, ""1613"": 1, ""3328"": 9, ""1336"": 5, ""717"": 11, ""1320"": 3, ""156"": 2, ""1181"": 1, ""1775"": 1, ""1274"": 1, ""1424"": 8, ""2470"": 1, ""2452"": 1, ""1864"": 1, ""1728"": 2, ""1514"": 1, ""906"": 1, ""1427"": 1, ""1401"": 1, ""1395"": 2, ""1230"": 1, ""857"": 1, ""1426"": 3, ""1373"": 1, ""1343"": 1, ""1856"": 1, ""2340"": 1}"
249	FOG	mist	"{""2998"": 3, ""153"": 3, ""1471"": 4, ""1111"": 3, ""784"": 1, ""706"": 1, ""625"": 1, ""1726"": 2, ""1489"": 1, ""778"": 1, ""1287"": 1, ""630"": 1, ""658"": 1, ""537"": 1}"	"{""2998"": 6, ""1335"": 3, ""1938"": 1, ""153"": 12, ""1287"": 10, ""1726"": 9, ""1489"": 2, ""706"": 6, ""1471"": 13, ""1111"": 7, ""784"": 1, ""1339"": 1, ""1193"": 1, ""625"": 2, ""1230"": 1, ""699"": 1, ""2758"": 1, ""1552"": 1, ""537"": 2, ""778"": 1, ""1653"": 2, ""48"": 1, ""658"": 2, ""26"": 1, ""630"": 1, ""1427"": 1, ""1629"": 1, ""1343"": 1}"
1275	ANSWER	antwoorden	"{""1725"": 1, ""1309"": 36, ""1608"": 1, ""1410"": 2, ""1268"": 1, ""701"": 1, ""584"": 2, ""3328"": 1, ""1631"": 1, ""1415"": 1, ""1394"": 1, ""1269"": 1, ""418"": 1}"	"{""1725"": 7, ""1390"": 2, ""1309"": 42, ""1410"": 6, ""1268"": 4, ""1458"": 5, ""1623"": 5, ""1608"": 1, ""1411"": 1, ""1415"": 2, ""584"": 4, ""686"": 1, ""3710"": 3, ""1240"": 1, ""701"": 1, ""1672"": 3, ""1645"": 1, ""418"": 2, ""3328"": 1, ""1120"": 1, ""673"": 1, ""1631"": 1, ""1269"": 2, ""1394"": 1, ""1518"": 1, ""1379"": 1, ""1404"": 1}"
3330	LENTILS	linze	"{""1230"": 1, ""1210"": 1, ""1425"": 1, ""926"": 1, ""1336"": 5, ""1507"": 1, ""1395"": 1, ""2409"": 1}"	"{""1230"": 4, ""1336"": 13, ""2409"": 3, ""1210"": 1, ""1429"": 1, ""600"": 1, ""1726"": 1, ""1425"": 4, ""1229"": 1, ""926"": 2, ""209"": 1, ""1287"": 1, ""619"": 1, ""634"": 1, ""1292"": 3, ""1507"": 1, ""1335"": 1, ""1395"": 1, ""1246"": 1, ""991"": 1, ""3328"": 1, ""1471"": 1, ""906"": 1}"
1427	BEAUTIFUL	heerlijk	"{""1120"": 1, ""194"": 1, ""1427"": 1, ""1336"": 9, ""1261"": 1, ""1232"": 1, ""1537"": 1, ""717"": 1, ""1507"": 1, ""1813"": 1, ""1495"": 1}"	"{""1813"": 5, ""1355"": 1, ""1343"": 5, ""1495"": 2, ""1120"": 1, ""3231"": 1, ""1336"": 17, ""1856"": 2, ""194"": 1, ""1639"": 1, ""1427"": 6, ""1035"": 6, ""1261"": 1, ""1232"": 11, ""1585"": 1, ""1920"": 1, ""1537"": 1, ""2765"": 1, ""1198"": 1, ""717"": 1, ""2470"": 2, ""1507"": 2, ""1524"": 1, ""2997"": 1, ""1040"": 1, ""3002"": 1}"
112	TURTLE	schildpad	"{""701"": 36, ""619"": 4, ""948"": 6, ""1474"": 4, ""96"": 1, ""1425"": 8, ""1229"": 3, ""986"": 1, ""2470"": 1, ""1491"": 1, ""1202"": 1, ""227"": 1, ""1543"": 1, ""1884"": 1}"	"{""701"": 59, ""1631"": 2, ""900"": 1, ""1425"": 32, ""653"": 1, ""96"": 4, ""1403"": 1, ""619"": 9, ""1564"": 1, ""948"": 15, ""1474"": 8, ""1190"": 6, ""1229"": 14, ""744"": 1, ""1290"": 1, ""1884"": 4, ""227"": 2, ""1246"": 2, ""1244"": 1, ""628"": 1, ""986"": 1, ""606"": 2, ""1252"": 1, ""1202"": 4, ""2470"": 2, ""785"": 2, ""1569"": 1, ""1491"": 1, ""857"": 1, ""1543"": 1, ""1548"": 1, ""1232"": 1, ""1210"": 1}"
774	CABBAGE	kool	"{""1287"": 1, ""1335"": 4, ""163"": 4, ""1395"": 2, ""156"": 3, ""2843"": 8, ""239"": 5, ""1336"": 7, ""1289"": 2, ""221"": 1, ""857"": 1, ""1906"": 1, ""1502"": 2, ""2099"": 1, ""1471"": 1, ""1425"": 4}"	"{""1287"": 1, ""163"": 9, ""156"": 9, ""1335"": 8, ""1425"": 9, ""221"": 6, ""2090"": 3, ""2843"": 21, ""1395"": 3, ""1336"": 15, ""239"": 9, ""1471"": 6, ""3085"": 1, ""1289"": 5, ""628"": 1, ""857"": 1, ""1502"": 4, ""1906"": 1, ""3356"": 1, ""1136"": 3, ""2099"": 1, ""1292"": 1, ""2303"": 1, ""1771"": 1, ""2001"": 1, ""1198"": 1, ""3726"": 1, ""379"": 1, ""1100"": 1, ""1803"": 1}"
1623	SPEAK	praten	"{""1608"": 2, ""1261"": 1, ""1355"": 1, ""1518"": 1, ""674"": 5, ""1672"": 1, ""1498"": 1, ""1856"": 1}"	"{""674"": 18, ""1355"": 4, ""377"": 5, ""715"": 2, ""1775"": 1, ""1608"": 8, ""1261"": 1, ""1299"": 1, ""55"": 3, ""789"": 5, ""1379"": 4, ""1631"": 1, ""962"": 2, ""1518"": 1, ""48"": 2, ""1352"": 1, ""1458"": 1, ""1672"": 1, ""1198"": 1, ""1819"": 1, ""1498"": 1, ""1856"": 1}"
3092	LIGHTER	aansteker	"{""221"": 41, ""969"": 20, ""1133"": 6, ""778"": 1, ""630"": 2, ""1273"": 1, ""1689"": 7}"	"{""969"": 57, ""221"": 66, ""1133"": 19, ""1689"": 25, ""778"": 2, ""58"": 2, ""630"": 5, ""1273"": 10, ""737"": 1, ""1624"": 1, ""1646"": 1, ""1639"": 1, ""1100"": 1, ""1111"": 1, ""1292"": 1, ""1824"": 1, ""1287"": 1, ""3124"": 1, ""156"": 1}"
588	BROKEN	kapot	"{""1757"": 1, ""1231"": 1, ""604"": 1, ""625"": 1, ""1292"": 1}"	"{""604"": 5, ""1757"": 7, ""1069"": 3, ""734"": 8, ""1390"": 1, ""1839"": 1, ""1456"": 4, ""1111"": 4, ""1292"": 4, ""1824"": 1, ""1476"": 1, ""2058"": 1, ""1231"": 2, ""718"": 1, ""110"": 1, ""1280"": 2, ""625"": 2, ""45"": 1, ""2099"": 1, ""3306"": 1}"
1507	FRUIT	fruit	"{""1539"": 2, ""922"": 2, ""1320"": 36, ""868"": 6, ""1728"": 1, ""1342"": 2, ""2043"": 1, ""673"": 1, ""1424"": 1, ""920"": 2, ""156"": 1}"	"{""634"": 2, ""227"": 1, ""868"": 33, ""674"": 1, ""1539"": 4, ""1320"": 55, ""922"": 24, ""3138"": 4, ""3730"": 1, ""986"": 1, ""3091"": 2, ""2768"": 1, ""1728"": 1, ""1030"": 1, ""920"": 9, ""2398"": 4, ""1336"": 1, ""1342"": 7, ""906"": 1, ""1464"": 1, ""717"": 4, ""2997"": 4, ""3803"": 1, ""2043"": 1, ""606"": 1, ""2440"": 3, ""3247"": 2, ""673"": 1, ""2627"": 3, ""1424"": 1, ""1856"": 1, ""156"": 1, ""1395"": 1, ""2148"": 1}"
332	RAG	vod	"{""1616"": 9, ""323"": 1, ""1484"": 1, ""648"": 1, ""1229"": 1, ""1775"": 1, ""704"": 1, ""1230"": 1}"	"{""1616"": 19, ""1230"": 5, ""230"": 3, ""1335"": 2, ""323"": 1, ""1775"": 3, ""647"": 1, ""948"": 1, ""1757"": 1, ""1229"": 4, ""1726"": 2, ""1484"": 2, ""648"": 3, ""1895"": 1, ""1111"": 1, ""1456"": 1, ""704"": 4, ""674"": 1, ""1424"": 1, ""1554"": 1, ""588"": 1, ""1040"": 1, ""492"": 1, ""163"": 1, ""1375"": 1, ""1673"": 1, ""1548"": 1, ""1613"": 1}"
944	SALMON	zalm	"{""227"": 53, ""3446"": 11, ""666"": 2, ""1474"": 2, ""1336"": 2, ""1856"": 1, ""943"": 2, ""619"": 1, ""2638"": 1, ""3328"": 1}"	"{""227"": 75, ""1013"": 1, ""3446"": 43, ""153"": 2, ""1474"": 17, ""1844"": 1, ""666"": 4, ""948"": 13, ""2638"": 3, ""1439"": 1, ""1336"": 8, ""1856"": 1, ""673"": 1, ""991"": 2, ""1100"": 1, ""2308"": 1, ""837"": 1, ""2349"": 2, ""619"": 2, ""3328"": 2, ""943"": 3, ""1403"": 1, ""1426"": 1, ""156"": 1, ""1613"": 1, ""624"": 1}"
1242	FEW	enkele	"{""1498"": 3, ""1241"": 14, ""492"": 1, ""1198"": 3, ""1493"": 2, ""1242"": 6, ""789"": 1}"	"{""1498"": 4, ""1242"": 35, ""1241"": 31, ""492"": 2, ""1493"": 5, ""789"": 3, ""1198"": 5, ""724"": 1, ""2924"": 2, ""1356"": 1}"
2318	CHESTNUT	kastanje	"{""628"": 1, ""2409"": 10, ""1507"": 1, ""906"": 36, ""1813"": 1, ""221"": 1, ""1320"": 1}"	"{""628"": 4, ""2409"": 22, ""1507"": 1, ""221"": 4, ""1628"": 2, ""906"": 53, ""1613"": 2, ""1813"": 1, ""1884"": 3, ""1383"": 1, ""1803"": 1, ""156"": 1, ""1471"": 2, ""1232"": 1, ""1425"": 1, ""673"": 1, ""1856"": 1, ""1320"": 2, ""658"": 1, ""1336"": 1}"
2108	RAINING OR RAIN	regenen	"{""3105"": 9, ""1726"": 41, ""1343"": 1, ""153"": 1, ""609"": 1, ""1487"": 1, ""706"": 5, ""3748"": 1, ""948"": 7, ""1376"": 1, ""1287"": 2, ""1150"": 1, ""640"": 1}"	"{""3105"": 32, ""1726"": 61, ""592"": 9, ""948"": 13, ""1030"": 1, ""1343"": 2, ""1287"": 16, ""153"": 4, ""640"": 2, ""704"": 1, ""609"": 1, ""1487"": 3, ""706"": 6, ""3748"": 1, ""1230"": 3, ""1376"": 1, ""1439"": 1, ""1150"": 1, ""1654"": 1, ""1355"": 1, ""1280"": 1, ""1839"": 1, ""1489"": 1, ""216"": 1, ""699"": 1, ""1552"": 2, ""1035"": 1, ""26"": 1, ""3702"": 1}"
961	PEBBLES	kiezel	"{""857"": 38, ""3028"": 7, ""1884"": 1, ""671"": 1}"	"{""153"": 9, ""1335"": 4, ""667"": 6, ""3028"": 18, ""857"": 42, ""1443"": 2, ""1395"": 5, ""1129"": 4, ""1381"": 2, ""948"": 1, ""666"": 4, ""1246"": 3, ""1884"": 1, ""163"": 1, ""2506"": 1, ""1098"": 1, ""671"": 7, ""1210"": 1, ""639"": 1, ""1111"": 1, ""1396"": 1}"
991	FRY	bakken	"{""1962"": 17, ""1639"": 6, ""1100"": 4, ""1336"": 3, ""1368"": 24, ""1232"": 1, ""634"": 2, ""227"": 1, ""744"": 1}"	"{""1962"": 18, ""1639"": 11, ""634"": 13, ""1100"": 10, ""1496"": 1, ""1368"": 35, ""1216"": 1, ""1471"": 1, ""1336"": 4, ""163"": 1, ""1232"": 3, ""1263"": 1, ""1245"": 9, ""1343"": 11, ""227"": 1, ""323"": 1, ""1484"": 2, ""1288"": 1, ""1286"": 1, ""1487"": 1, ""1586"": 1, ""857"": 1, ""744"": 1, ""1357"": 1, ""658"": 1}"
1418	DIG	graven	"{""3124"": 2, ""640"": 1, ""1228"": 2, ""1593"": 2, ""1349"": 1, ""1468"": 1, ""906"": 1, ""1367"": 1, ""1625"": 2}"	"{""653"": 2, ""3124"": 2, ""640"": 1, ""671"": 13, ""1228"": 8, ""1625"": 6, ""1593"": 6, ""1609"": 1, ""2009"": 1, ""1349"": 1, ""658"": 1, ""1468"": 4, ""906"": 1, ""1136"": 1, ""1367"": 1, ""505"": 1, ""1217"": 1, ""1921"": 1, ""1287"": 1, ""3701"": 1, ""1938"": 1}"
